의원ID,의원명,신고연도,신고월,자산구분,관계,종류,상세내역,종전가액,증가액,감소액,현재가액,변동사유
IWR8966I,박균택,2024,8,예금,삼녀,,우리은행,19694,0,0,19694,
IWR8966I,박균택,2024,8,예금,삼녀,,주식회사 카카오뱅크,7,0,0,7,
IWR8966I,박균택,2024,8,예금,삼녀,,현대해상화재보험,4742,0,0,4742,
IWR8966I,박균택,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협중앙회,50,0,0,50,
IWR8966I,박균택,2024,8,증권,차녀,상장주식,"동화약품 120주, 셀트리온 9주, 셀트리온보통주 170주, 티웨이항공 427주",33870,0,0,33870,
IWR8966I,박균택,2024,8,채권,본인,,사인간채권,228000,0,0,228000,
IWR8966I,박균택,2024,8,채무,본인,금융채무,농협은행,1056990,0,0,1056990,
IWR8966I,박균택,2024,8,채무,본인,금융채무,신한은행,170000,0,0,170000,
IWR8966I,박균택,2024,8,채무,본인,금융채무,오릭스캐피탈코리아,31316,0,0,31316,
IWR8966I,박균택,2024,8,채무,본인,건물임대채무,서울특별시 강남구 일원동 임대보증금,600000,0,0,600000,
IWR8966I,박균택,2024,8,채무,배우자,금융채무,삼성카드,24044,0,0,24044,
IWR8966I,박균택,2024,8,채무,배우자,금융채무,하나카드,11581,0,0,11581,
IWR8966I,박균택,2024,8,채무,배우자,금융채무,한화생명보험주식회사,6600,0,0,6600,
IWR8966I,박균택,2024,8,채무,배우자,건물임대채무,서울특별시 강남구 일원동 임대보증금,400000,0,0,400000,
IWR8966I,박균택,2024,8,채무,부,금융채무,국민은행,200000,0,0,200000,
IWR8966I,박균택,2024,8,채무,차녀,금융채무,신한은행,33708,0,0,33708,
IWR8966I,박균택,2024,8,채무,차녀,금융채무,한국증권금융,45917,0,0,45917,
IWR8966I,박균택,2024,8,채무,차녀,건물임대채무,서울특별시 강남구 개포동 임대보증금,140000,0,0,140000,
M4O5221T,박민규,2024,8,토지,본인,임야,"전라남도 보성군 노동면 명봉리 산 91번지 8,628.00㎡",6669,0,0,6669,
M4O5221T,박민규,2024,8,건물,본인,오피스텔,서울특별시 관악구 봉천동 신우오피스텔 건물 25.56㎡,117140,0,0,117140,
M4O5221T,박민규,2024,8,건물,본인,오피스텔,서울특별시 관악구 봉천동 신우오피스텔 건물 26.60㎡,121935,0,0,121935,
M4O5221T,박민규,2024,8,건물,본인,오피스텔,서울특별시 관악구 봉천동 신우오피스텔 건물 26.51㎡,121441,0,0,121441,
M4O5221T,박민규,2024,8,건물,본인,복합건물(주택+상가),충청남도 당진시 읍내동 건물 596.12㎡ 중 298.06㎡,290000,0,0,290000,
M4O5221T,박민규,2024,8,건물,본인,아파트,서울특별시 서초구 방배동 방배래미안타워 건물 134.36㎡ 중 67.18㎡,1050000,0,0,1050000,
M4O5221T,박민규,2024,8,건물,배우자,아파트,서울특별시 서초구 방배동 방배래미안타워 건물 134.36㎡ 중 67.18㎡,1050000,0,0,1050000,
M4O5221T,박민규,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2020년식 QM6 배기량(1,997cc)",14750,0,0,14750,
M4O5221T,박민규,2024,8,예금,본인,,(주)KEB하나은행,2,0,0,2,
M4O5221T,박민규,2024,8,예금,본인,,(주)하나저축은행,500,0,0,500,
M4O5221T,박민규,2024,8,예금,본인,,KB증권,2,0,0,2,
M4O5221T,박민규,2024,8,예금,본인,,국민은행,10,0,0,10,
M4O5221T,박민규,2024,8,예금,본인,,삼성증권,5,0,0,5,
M4O5221T,박민규,2024,8,예금,본인,,새마을금고중앙회,103,0,0,103,
M4O5221T,박민규,2024,8,예금,본인,,신용협동조합중앙회,71801,0,0,71801,
M4O5221T,박민규,2024,8,예금,본인,,우리은행,1817,0,0,1817,
M4O5221T,박민규,2024,8,예금,본인,,웰컴저축은행,100,0,0,100,
M4O5221T,박민규,2024,8,예금,본인,,유안타증권,9,0,0,9,
M4O5221T,박민규,2024,8,예금,본인,,한화생명보험주식회사,16218,0,0,16218,
M4O5221T,박민규,2024,8,예금,배우자,,(주)DB저축은행,32400,0,0,32400,
M4O5221T,박민규,2024,8,예금,배우자,,(주)KEB하나은행,335,0,0,335,
M4O5221T,박민규,2024,8,예금,배우자,,(주)카카오페이증권,299,0,0,299,
M4O5221T,박민규,2024,8,예금,배우자,,(주)하나저축은행,1000,0,0,1000,
M4O5221T,박민규,2024,8,예금,배우자,,KB증권,103,0,0,103,
M4O5221T,박민규,2024,8,예금,배우자,,NH투자증권,12718,0,0,12718,
M4O5221T,박민규,2024,8,예금,배우자,,SBI저축은행,30000,0,0,30000,
M4O5221T,박민규,2024,8,예금,배우자,,SK증권,2059,0,0,2059,
M4O5221T,박민규,2024,8,예금,배우자,,교보생명보험,60000,0,0,60000,
M4O5221T,박민규,2024,8,예금,배우자,,농협중앙회,28760,0,0,28760,
M4O5221T,박민규,2024,8,예금,배우자,,미래에셋생명보험,18880,0,0,18880,
M4O5221T,박민규,2024,8,예금,배우자,,삼성증권,2098,0,0,2098,
M4O5221T,박민규,2024,8,예금,배우자,,상호저축은행중앙회,58007,0,0,58007,
M4O5221T,박민규,2024,8,예금,배우자,,수협중앙회,26620,0,0,26620,
M4O5221T,박민규,2024,8,예금,배우자,,신용협동조합중앙회,111231,0,0,111231,
M4O5221T,박민규,2024,8,예금,배우자,,신한은행,2293,0,0,2293,
M4O5221T,박민규,2024,8,예금,배우자,,신한투자증권,187,0,0,187,
M4O5221T,박민규,2024,8,예금,배우자,,아이비케이투자증권(주),2,0,0,2,
M4O5221T,박민규,2024,8,예금,배우자,,애큐온저축은행,20000,0,0,20000,
M4O5221T,박민규,2024,8,예금,배우자,,우리은행,2583,0,0,2583,
M4O5221T,박민규,2024,8,예금,배우자,,웰컴저축은행,22368,0,0,22368,
M4O5221T,박민규,2024,8,예금,배우자,,유안타증권,27,0,0,27,
M4O5221T,박민규,2024,8,예금,배우자,,유진투자증권,31,0,0,31,
M4O5221T,박민규,2024,8,예금,배우자,,중소기업은행,204,0,0,204,
M4O5221T,박민규,2024,8,예금,배우자,,케이뱅크,66,0,0,66,
M4O5221T,박민규,2024,8,예금,배우자,,키움증권,42915,0,0,42915,
M4O5221T,박민규,2024,8,예금,배우자,,한국투자증권,5049,0,0,5049,
M4O5221T,박민규,2024,8,예금,배우자,,현대해상화재보험,18226,0,0,18226,
M4O5221T,박민규,2024,8,예금,장남,,(주)KEB하나은행,2651,0,0,2651,
M4O5221T,박민규,2024,8,예금,장남,,(주)하나저축은행,500,0,0,500,
M4O5221T,박민규,2024,8,예금,장남,,KB증권,122,0,0,122,
M4O5221T,박민규,2024,8,예금,장남,,NH투자증권,34,0,0,34,
M4O5221T,박민규,2024,8,예금,장남,,농협중앙회,11801,0,0,11801,
M4O5221T,박민규,2024,8,예금,장남,,신한투자증권,25,0,0,25,
M4O5221T,박민규,2024,8,예금,장남,,웰컴저축은행,100,0,0,100,
M4O5221T,박민규,2024,8,예금,장남,,키움증권,1173,0,0,1173,
M4O5221T,박민규,2024,8,예금,차남,,(주)KEB하나은행,2810,0,0,2810,
M4O5221T,박민규,2024,8,예금,차남,,(주)하나저축은행,500,0,0,500,
M4O5221T,박민규,2024,8,예금,차남,,KB증권,102,0,0,102,
M4O5221T,박민규,2024,8,예금,차남,,NH투자증권,78,0,0,78,
M4O5221T,박민규,2024,8,예금,차남,,농협중앙회,11801,0,0,11801,
M4O5221T,박민규,2024,8,예금,차남,,웰컴저축은행,100,0,0,100,
M4O5221T,박민규,2024,8,채무,본인,금융채무,국민은행,307602,0,0,307602,
M4O5221T,박민규,2024,8,채무,본인,금융채무,한화생명보험주식회사,21240,0,0,21240,
M4O5221T,박민규,2024,8,채무,본인,건물임대채무,충청남도 당진시 읍내동 임대보증금,115000,0,0,115000,
M4O5221T,박민규,2024,8,채무,본인,건물임대채무,서울특별시 관악구 봉천동 신우오피스텔 11건 임대보증금,670000,0,0,670000,
M4O5221T,박민규,2024,8,고지거부및 등록제외사항,부,고지거부,고지거부,0,0,0,0,독립생계유지
VA04150X,박상웅,2024,8,토지,본인,임야,"경상북도 경주시 건천읍 화천리 산 19-6번지 1,653.10㎡",4447,0,0,4447,
VA04150X,박상웅,2024,8,토지,본인,임야,경상남도 함안군 대산면 옥렬리 산 8번지 298.00㎡,611,0,0,611,
VA04150X,박상웅,2024,8,토지,본인,임야,"경상남도 함안군 대산면 옥렬리 산 65-1번지 10,324.00㎡",18996,0,0,18996,
VA04150X,박상웅,2024,8,토지,본인,임야,"경상남도 함안군 대산면 옥렬리 산 79번지 28,562.00㎡",34846,0,0,34846,
VA04150X,박상웅,2024,8,건물,본인,아파트,서울특별시 강동구 명일동 다성시티아파트 건물 72.42㎡,350947,0,0,350947,
VA04150X,박상웅,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2015년식 제네시스 배기량(3,342cc)",13040,0,0,13040,
VA04150X,박상웅,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,장남,자동차,"2016년식 SM6 배기량(2,000cc)",7010,0,0,7010,
VA04150X,박상웅,2024,8,현금,본인,,현금,130000,0,0,130000,
VA04150X,박상웅,2024,8,예금,본인,,국민은행,112708,0,0,112708,
VA04150X,박상웅,2024,8,예금,본인,,부산은행,6,0,0,6,
VA04150X,박상웅,2024,8,예금,본인,,산림조합중앙회,5,0,0,5,
VA04150X,박상웅,2024,8,예금,본인,,삼성생명보험,2355,0,0,2355,
VA04150X,박상웅,2024,8,예금,본인,,삼성증권,26,0,0,26,
VA04150X,박상웅,2024,8,예금,본인,,중소기업은행,123,0,0,123,
VA04150X,박상웅,2024,8,예금,배우자,,국민은행,3030,0,0,3030,
VA04150X,박상웅,2024,8,예금,배우자,,농협중앙회,14,0,0,14,
VA04150X,박상웅,2024,8,예금,배우자,,삼성생명보험,1617,0,0,1617,
VA04150X,박상웅,2024,8,예금,배우자,,신한라이프생명보험,16042,0,0,16042,
VA04150X,박상웅,2024,8,예금,배우자,,신한은행,25558,0,0,25558,
VA04150X,박상웅,2024,8,예금,배우자,,우리은행,112,0,0,112,
VA04150X,박상웅,2024,8,예금,배우자,,한국교직원공제회,2399,0,0,2399,
VA04150X,박상웅,2024,8,예금,장남,,(주)KEB하나은행,5353,0,0,5353,
VA04150X,박상웅,2024,8,예금,장남,,삼성증권,31,0,0,31,
VA04150X,박상웅,2024,8,예금,장남,,토스뱅크(주),2,0,0,2,
VA04150X,박상웅,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협중앙회,4306,0,0,4306,
VA04150X,박상웅,2024,8,증권,장남,상장주식,"신성델타테크 300주, 에스유홀딩스 9주",19845,0,0,19845,
VA04150X,박상웅,2024,8,채무,본인,금융채무,국민은행,93967,0,0,93967,
VA04150X,박상웅,2024,8,채무,본인,금융채무,산림조합중앙회,40000,0,0,40000,
VA04150X,박상웅,2024,8,채무,배우자,금융채무,국민은행,39781,0,0,39781,
VA04150X,박상웅,2024,8,채무,배우자,금융채무,삼성생명보험,970,0,0,970,
VA04150X,박상웅,2024,8,채무,배우자,금융채무,신한은행,44000,0,0,44000,
VA04150X,박상웅,2024,8,채무,장남,금융채무,주식회사 카카오뱅크,21819,0,0,21819,
VA04150X,박상웅,2024,8,고지거부및 등록제외사항,장녀,고지거부,고지거부,0,0,0,0,독립생계유지
VZA76236,박선원,2024,8,토지,배우자,대지,경기도 하남시 감일동 356-27번지 525.00㎡ 중 100.32㎡,286213,0,0,286213,
VZA76236,박선원,2024,8,토지,배우자,도로,경기도 하남시 감일동 356-28번지 87.00㎡ 중 15.81㎡,10204,0,0,10204,
VZA76236,박선원,2024,8,토지,배우자,임야,경기도 하남시 감일동 356-29번지 24.00㎡ 중 4.36㎡,12439,0,0,12439,
VZA76236,박선원,2024,8,토지,배우자,임야,경기도 하남시 감일동 356-32번지 11.00㎡ 중 2.00㎡,4850,0,0,4850,
VZA76236,박선원,2024,8,토지,배우자,임야,경기도 하남시 감일동 356-35번지 163.00㎡ 중 29.63㎡,71853,0,0,71853,
VZA76236,박선원,2024,8,건물,본인,연립주택,서울특별시 서대문구 연희동 오성빌라연립주택 건물 67.32㎡,235000,0,0,235000,
VZA76236,박선원,2024,8,건물,본인,아파트(전세(임차)권),인천광역시 부평구 청천동 e편한세상부평그랑힐스 건물 84.57㎡,50000,0,0,50000,
VZA76236,박선원,2024,8,건물,배우자,단독주택,경기도 하남시 감일동 건물 196.22㎡ 중 49.05㎡,174500,0,0,174500,
VZA76236,박선원,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2024년식 트랙스 배기량(1,197cc)",11920,0,0,11920,
VZA76236,박선원,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2014년식 제네시스 배기량(3,342cc)",10960,0,0,10960,
VZA76236,박선원,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2009년식 쏘나타 배기량(1,998cc)",2180,0,0,2180,
VZA76236,박선원,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2024년식 트랙스 배기량(1,197cc)",11920,0,0,11920,
VZA76236,박선원,2024,8,예금,본인,,국민은행,16,0,0,16,
VZA76236,박선원,2024,8,예금,본인,,농협중앙회,125,0,0,125,
VZA76236,박선원,2024,8,예금,본인,,미래에셋증권,18820,0,0,18820,
VZA76236,박선원,2024,8,예금,본인,,우리은행,203,0,0,203,
VZA76236,박선원,2024,8,예금,배우자,,(주)KEB하나은행,22,0,0,22,
VZA76236,박선원,2024,8,예금,배우자,,DB손해보험(주),120,0,0,120,
VZA76236,박선원,2024,8,예금,배우자,,SBI저축은행,54,0,0,54,
VZA76236,박선원,2024,8,예금,배우자,,메리츠화재해상보험(보험),1182,0,0,1182,
VZA76236,박선원,2024,8,예금,배우자,,신한라이프생명보험,3114,0,0,3114,
VZA76236,박선원,2024,8,예금,배우자,,신한은행,220,0,0,220,
VZA76236,박선원,2024,8,예금,배우자,,씨티은행,66,0,0,66,
VZA76236,박선원,2024,8,예금,배우자,,유안타증권,67,0,0,67,
VZA76236,박선원,2024,8,예금,배우자,,한국투자증권,15046,0,0,15046,
VZA76236,박선원,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협은행,4267,0,0,4267,
VZA76236,박선원,2024,8,증권,본인,상장주식,"뉴로보파머슈티컬스 171주, 조비에비에이션 1,102주, 현대바이오 189주",11874,0,0,11874,
VZA76236,박선원,2024,8,증권,배우자,상장주식,"[600111]북방희토 600주, 로보스타 50주, 조비에비에이션 100주, 테슬라 104주",29678,0,0,29678,
VZA76236,박선원,2024,8,채무,본인,금융채무,우리은행,7342,0,0,7342,
VZA76236,박선원,2024,8,채무,본인,건물임대채무,서울특별시 서대문구 연희동 오성빌라연립주택 임대보증금,260000,0,0,260000,
VZA76236,박선원,2024,8,채무,배우자,금융채무,KB국민카드,24194,0,0,24194,
VZA76236,박선원,2024,8,고지거부및 등록제외사항,차남,고지거부,고지거부,0,0,0,0,독립생계유지
Y0X4618N,박수민,2024,8,토지,본인,임야,"세종특별자치시 장군면 대교리 228-100번지 2,112.00㎡ 중 186.00㎡",12890,0,0,12890,
Y0X4618N,박수민,2024,8,토지,본인,대지,세종특별자치시 장군면 대교리 228-66번지 764.00㎡,348919,0,0,348919,
Y0X4618N,박수민,2024,8,토지,본인,공원,세종특별자치시 장군면 대교리 228-58번지 276.00㎡ 중 9.43㎡,1421,0,0,1421,
Y0X4618N,박수민,2024,8,토지,본인,공원,세종특별자치시 장군면 대교리 228-59번지 326.00㎡ 중 11.14㎡,1679,0,0,1679,
Y0X4618N,박수민,2024,8,토지,본인,공원,세종특별자치시 장군면 대교리 228-61번지 8.00㎡ 중 0.27㎡,41,0,0,41,
Y0X4618N,박수민,2024,8,토지,본인,공원,세종특별자치시 장군면 대교리 228-62번지 17.00㎡ 중 0.58㎡,87,0,0,87,
Y0X4618N,박수민,2024,8,토지,본인,공원,세종특별자치시 장군면 대교리 228-72번지 658.00㎡ 중 22.48㎡,3388,0,0,3388,
Y0X4618N,박수민,2024,8,토지,본인,공원,세종특별자치시 장군면 대교리 228-81번지 333.00㎡ 중 11.37㎡,1713,0,0,1713,
Y0X4618N,박수민,2024,8,토지,본인,공원,세종특별자치시 장군면 대교리 228-82번지 160.00㎡ 중 5.47㎡,824,0,0,824,
Y0X4618N,박수민,2024,8,토지,본인,공원,세종특별자치시 장군면 대교리 228-89번지 375.00㎡ 중 12.81㎡,1930,0,0,1930,
Y0X4618N,박수민,2024,8,토지,본인,공원,세종특별자치시 장군면 대교리 228-90번지 299.00㎡ 중 10.21㎡,1539,0,0,1539,
Y0X4618N,박수민,2024,8,토지,본인,도로,"세종특별자치시 장군면 대교리 228-94번지 1,785.00㎡ 중 60.97㎡",9188,0,0,9188,
Y0X4618N,박수민,2024,8,토지,본인,도로,"세종특별자치시 장군면 대교리 228-95번지 1,696.00㎡ 중 57.93㎡",8730,0,0,8730,
Y0X4618N,박수민,2024,8,토지,본인,임야,"제주특별자치도 서귀포시 표선면 성읍리 2759-5번지 25,702.00㎡ 중 8,567.30㎡",68795,0,0,68795,
Y0X4618N,박수민,2024,8,토지,배우자,대지,세종특별자치시 장군면 대교리 228-106번지 854.00㎡,103334,0,0,103334,
Y0X4618N,박수민,2024,8,토지,배우자,도로,"세종특별자치시 장군면 대교리 228-46번지 5,869.00㎡ 중 0.28㎡",42,0,0,42,
Y0X4618N,박수민,2024,8,토지,배우자,임야,"세종특별자치시 장군면 대교리 228-52번지 1,766.00㎡ 중 312.22㎡",30223,0,0,30223,
Y0X4618N,박수민,2024,8,토지,배우자,임야,"세종특별자치시 장군면 대교리 228-98번지 1,915.00㎡ 중 32.31㎡",1851,0,0,1851,
Y0X4618N,박수민,2024,8,토지,배우자,도로,세종특별자치시 장군면 대교리 229-7번지 220.00㎡ 중 27.23㎡,4104,0,0,4104,
Y0X4618N,박수민,2024,8,토지,배우자,도로,세종특별자치시 장군면 대교리 231-16번지 508.00㎡ 중 62.88㎡,9476,0,0,9476,
Y0X4618N,박수민,2024,8,건물,본인,오피스텔(전세(임차)권),"서울특별시 강남구 자곡동 강남힐스테이트에코 대지 2,770.20㎡ 중 5.27㎡ 건물 23.74㎡",10000,0,0,10000,
Y0X4618N,박수민,2024,8,건물,본인,사무실(전세(임차)권),"서울특별시 강남구 자곡동 강남블루지움 상가 대지 1,802.30㎡ 중 37.24㎡ 건물 109.89㎡",30000,0,0,30000,
Y0X4618N,박수민,2024,8,예금,본인,,KB라이프생명보험,119450,0,0,119450,
Y0X4618N,박수민,2024,8,예금,본인,,국민은행,17271,0,0,17271,
Y0X4618N,박수민,2024,8,예금,본인,,농협생명보험,33000,0,0,33000,
Y0X4618N,박수민,2024,8,예금,본인,,농협은행,34613,0,0,34613,
Y0X4618N,박수민,2024,8,예금,본인,,미래에셋증권,76,0,0,76,
Y0X4618N,박수민,2024,8,예금,본인,,신용협동조합중앙회,610,0,0,610,
Y0X4618N,박수민,2024,8,예금,본인,,우리은행,16,0,0,16,
Y0X4618N,박수민,2024,8,예금,본인,,주식회사 카카오뱅크,50,0,0,50,
Y0X4618N,박수민,2024,8,예금,본인,,케이뱅크,1999,0,0,1999,
Y0X4618N,박수민,2024,8,예금,본인,,하나증권,5,0,0,5,
Y0X4618N,박수민,2024,8,예금,배우자,,(주)KEB하나은행,4686,0,0,4686,
Y0X4618N,박수민,2024,8,예금,배우자,,새마을금고중앙회,1,0,0,1,
Y0X4618N,박수민,2024,8,예금,배우자,,신한은행,7,0,0,7,
Y0X4618N,박수민,2024,8,예금,배우자,,우리은행,65,0,0,65,
Y0X4618N,박수민,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협중앙회,15130,0,0,15130,
Y0X4618N,박수민,2024,8,증권,본인,비상장주식,"(주)레이아이 10,000주, (주)아이넥스코퍼레이션 1,405,354주, (주)아이스페이스그룹 100주, (주)코이스라시드파트너스 650,000주, (주)티엠엑쓰 80,000주, Fyltech Pte. Ltd. 615,832주, 웰마커바이오 주식회사 101,718주, 인피니툼인베스터즈 1,000주, 퍼스트버추얼랩 주식회사 862주, 피티엘엠 주식회사 338주",3420552,0,0,3420552,
Y0X4618N,박수민,2024,8,채권,본인,,사인간채권,891833,0,0,891833,
Y0X4618N,박수민,2024,8,채권,배우자,,사인간채권,552825,0,0,552825,
Y0X4618N,박수민,2024,8,채무,본인,,사인간채무,1951000,0,0,1951000,
Y0X4618N,박수민,2024,8,채무,본인,금융채무,KB라이프생명보험,32770,0,0,32770,
Y0X4618N,박수민,2024,8,채무,본인,금융채무,농협중앙회,269960,0,0,269960,
Y0X4618N,박수민,2024,8,채무,본인,금융채무,신용협동조합중앙회,423180,0,0,423180,
Y0X4618N,박수민,2024,8,채무,본인,금융채무,현대캐피탈,27844,0,0,27844,
Y0X4618N,박수민,2024,8,채무,배우자,금융채무,KB국민카드,348,0,0,348,
Y0X4618N,박수민,2024,8,채무,배우자,금융채무,롯데카드,27300,0,0,27300,
Y0X4618N,박수민,2024,8,채무,배우자,금융채무,삼성카드,7914,0,0,7914,
Y0X4618N,박수민,2024,8,채무,배우자,금융채무,새마을금고중앙회,600000,0,0,600000,
Y0X4618N,박수민,2024,8,합명·합자·유한회사 출자지분,본인,출자,에이스디티알신기술투자조합1호,50000,0,0,50000,
Y0X4618N,박수민,2024,8,가상자산,본인,,훈민정음해례본NFT 1개,100000,0,0,100000,
5TQ6306B,박수현,2024,8,건물,배우자,아파트(전세(임차)권),충청남도 공주시 금흥동 공주월송 흥화하브 건물 84.89㎡,240000,0,0,240000,
5TQ6306B,박수현,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2021년식 그랜저 배기량(2,497cc)",25480,0,0,25480,
5TQ6306B,박수현,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2022년식 코나 하이브리드 배기량(1,580cc)",22340,0,0,22340,
5TQ6306B,박수현,2024,8,예금,본인,,SK증권,13,0,0,13,
5TQ6306B,박수현,2024,8,예금,본인,,농협은행,28,0,0,28,
5TQ6306B,박수현,2024,8,예금,본인,,농협중앙회,232,0,0,232,
5TQ6306B,박수현,2024,8,예금,본인,,새마을금고중앙회,66,0,0,66,
5TQ6306B,박수현,2024,8,예금,배우자,,(주)KEB하나은행,8772,0,0,8772,
5TQ6306B,박수현,2024,8,예금,배우자,,농협은행,1520,0,0,1520,
5TQ6306B,박수현,2024,8,예금,배우자,,농협중앙회,808,0,0,808,
5TQ6306B,박수현,2024,8,예금,배우자,,우체국,3307,0,0,3307,
5TQ6306B,박수현,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협은행,9801,0,0,9801,
5TQ6306B,박수현,2024,8,채무,본인,,사인간채무,250000,0,0,250000,
1JI2689F,박용갑,2024,8,토지,본인,전,"대전광역시 중구 목달동 122-1번지 1,105.60㎡",157000,0,0,157000,
1JI2689F,박용갑,2024,8,건물,본인,동·식물 관련 시설,대전광역시 중구 목달동 건물 18.00㎡,30000,0,0,30000,
1JI2689F,박용갑,2024,8,건물,배우자,아파트,대전광역시 중구 태평동 버드내1 건물 101.73㎡,435000,0,0,435000,
1JI2689F,박용갑,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2001년식 SM520V 배기량(1,998cc)",1593,0,0,1593,
1JI2689F,박용갑,2024,8,예금,본인,,(주)KB손해보험,33320,0,0,33320,
1JI2689F,박용갑,2024,8,예금,본인,,(주)KEB하나은행,2,0,0,2,
1JI2689F,박용갑,2024,8,예금,본인,,국민은행,1,0,0,1,
1JI2689F,박용갑,2024,8,예금,본인,,농협중앙회,19891,0,0,19891,
1JI2689F,박용갑,2024,8,예금,본인,,미래에셋생명보험,40460,0,0,40460,
1JI2689F,박용갑,2024,8,예금,본인,,새마을금고중앙회,25174,0,0,25174,
1JI2689F,박용갑,2024,8,예금,본인,,신용협동조합중앙회,353,0,0,353,
1JI2689F,박용갑,2024,8,예금,본인,,중소기업은행,908,0,0,908,
1JI2689F,박용갑,2024,8,예금,배우자,,(주)KB손해보험,22694,0,0,22694,
1JI2689F,박용갑,2024,8,예금,배우자,,농협중앙회,7913,0,0,7913,
1JI2689F,박용갑,2024,8,예금,배우자,,새마을금고중앙회,125357,0,0,125357,
1JI2689F,박용갑,2024,8,예금,배우자,,신용협동조합중앙회,150751,0,0,150751,
1JI2689F,박용갑,2024,8,예금,배우자,,중소기업은행,1402,0,0,1402,
1JI2689F,박용갑,2024,8,예금,배우자,,케이디비생명보험,9300,0,0,9300,
1JI2689F,박용갑,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협은행,69547,0,0,69547,
1JI2689F,박용갑,2024,8,채권,배우자,,사인간채권,100000,0,0,100000,
1JI2689F,박용갑,2024,8,고지거부및 등록제외사항,장남,고지거부,고지거부,0,0,0,0,독립생계유지
1JI2689F,박용갑,2024,8,고지거부및 등록제외사항,손녀1,고지거부,고지거부,0,0,0,0,독립생계유지
1JI2689F,박용갑,2024,8,고지거부및 등록제외사항,손녀2,고지거부,고지거부,0,0,0,0,독립생계유지
1A82234K,박은정,2024,8,토지,배우자,임야,"경상북도 안동시 북후면 연곡리 산 135-1번지 37,036.00㎡",34258,0,0,34258,문중재산
1A82234K,박은정,2024,8,토지,배우자,임야,경상북도 안동시 북후면 연곡리 산 135-3번지 38.00㎡,120,0,0,120,문중재산
1A82234K,박은정,2024,8,토지,배우자,임야,경상북도 안동시 북후면 연곡리 산 135-4번지 17.00㎡,17,0,0,17,문중재산
1A82234K,박은정,2024,8,토지,배우자,임야,"경상북도 안동시 북후면 연곡리 산 223번지 5,157.00㎡",5724,0,0,5724,문중재산
1A82234K,박은정,2024,8,건물,본인,아파트(전세(임차)권),서울특별시 강남구 역삼동 역삼2차아이파크 건물 119.09㎡ 중 59.54㎡,600000,0,0,600000,
1A82234K,박은정,2024,8,건물,배우자,아파트(전세(임차)권),서울특별시 강남구 역삼동 역삼2차아이파크 건물 119.09㎡ 중 59.54㎡,600000,0,0,600000,
1A82234K,박은정,2024,8,건물,배우자,사무실(전세(임차)권),서울특별시 강남구 역삼동 덕천빌딩 건물 196.50㎡,60000,0,0,60000,
1A82234K,박은정,2024,8,예금,본인,,농협은행,577,0,0,577,
1A82234K,박은정,2024,8,예금,본인,,신한은행,569272,0,0,569272,
1A82234K,박은정,2024,8,예금,본인,,한국투자증권,3,0,0,3,
1A82234K,박은정,2024,8,예금,배우자,,신한은행,2178466,0,0,2178466,
1A82234K,박은정,2024,8,예금,장남,,신한은행,9431,0,0,9431,
1A82234K,박은정,2024,8,예금,차남,,신한은행,9229,0,0,9229,
1A82234K,박은정,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협은행,1000,0,0,1000,
1A82234K,박은정,2024,8,채무,배우자,금융채무,하나캐피탈,29677,0,0,29677,
HVV5250J,박정현,2024,8,건물,본인,아파트,대전광역시 대덕구 송촌동 선비마을5단지아파트 건물 84.88㎡,259000,0,0,259000,
HVV5250J,박정현,2024,8,건물,배우자,단독주택,경기도 오산시 오산동 대지 218.00㎡ 건물 280.06㎡,228000,0,0,228000,
HVV5250J,박정현,2024,8,건물,장녀,오피스텔(전세(임차)권),서울특별시 성북구 성북동 테트라빌 건물 15.34㎡,80000,0,0,80000,
